District,Upazilla,Union/Area,POP,Switch,Vendor,Port,Description
Gopalganj,sadar,Gopalganj,Gopalganj,Gopalganj-9303,Huawei,GE2/0/43,
Gopalganj,sadar,Gopalganj,Gopalganj,Gopalganj-9303,Huawei,GE2/0/44,
Gopalganj,sadar,Gopalganj,Gopalganj,Gopalganj-9303,Huawei,GE2/0/45,
Gopalganj,sadar,Gopalganj,Gopalganj,Gopalganj-9303,Huawei,GE2/0/46,
Gopalganj,sadar,Gopalganj,Gopalganj,Gopalganj-9303,Huawei,GE2/0/47,
,,,,,,,
,,,,,,,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/0,**UICTC_Infos_Shibchor**
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/1,**UICTC_Inofs_Sadar**
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/2,**DICTC_Infos**
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/3,**Info_F@H_Rajoir**
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/4,**Info_F@G_Uplink**
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/5,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/6,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/7,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/8,sasec rajoir
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/9,***1000_union***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/10,to Madari-AR-NE40E-X3-122 GE1/1/2
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/11,***SASEC_VPN***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/12,Chamta-Duttapara UP
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/13,*DE wireless Madaripur*
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/14,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/15,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/16,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/17,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/18,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/19,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/20,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/21,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/22,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/23,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/24,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/25,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/26,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/27,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/28,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/29,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/30,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/31,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/32,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/33,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/34,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/35,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/36,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/37,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/38,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/39,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/40,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/41,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/42,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/43,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/44,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/45,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/46,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE1/0/47,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/0,***DC_off_Madaripur***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/1,***Bracnet_mpls_madaripur_gul***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/2,***Maxnet_MPLS_madaripur***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/3,***Passport_MRP_VPN***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/4,***DG-Health-VC-vpn***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/5,***Metronet_Farid_Madari_MPLS***
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/6,**SB_DSB_Passport_MRP_VPN**
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/7,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/8,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/9,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/10,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/11,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/12,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/13,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/14,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/15,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/16,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/17,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/18,**NExt_Online_VPN**
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/19,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/20,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/21,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/22,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/23,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/24,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/25,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/26,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/27,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/28,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/29,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/30,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/31,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/32,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/33,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/34,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/35,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/36,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/37,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/38,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/39,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/40,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/41,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/42,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/43,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/44,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/45,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/46,
Madaripur,sadar,Madaripur,Madaripur,Madaripur-9303,Huawei,GE2/0/47,
,,,,,,,
,,,,,,,
,,,,,,,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/1,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/2,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/3,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/4,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/5,**Min_Finance_VPN**
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/6,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/7,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/8,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/9,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/10,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/11,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/12,***BCC_Dist_VPN***
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/13,*InfoS_VPN**
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/14,*InfoS_VPN**
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/15,
madaripur,sadar,madaripur,madaripur DC office,Madaripur_ME3400,cisco,GE0/16,Madari-AR-NE40E-X3-122 GE1/1/10
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/0,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/1,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/2,to-Shari-DSL-MA5600
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/3,Shari-AR-NE40-126 GE1/1/2
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/4,DC_Shariatpur
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/5,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/6,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/7,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/8,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/9,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/10,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/11,DG-Health-VC-vpn
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/12,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/13,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/14,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/15,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/16,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/17,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/18,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/19,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/20,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/21,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/22,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/23,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/24,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/25,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/26,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/27,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/28,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/29,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/30,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/31,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/32,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/33,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/34,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/35,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/36,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/37,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/38,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/39,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/40,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/41,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/42,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/43,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/44,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/45,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/46,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE1/0/47,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/0,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/1,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/2,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/3,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/4,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/5,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/6,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/7,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/8,Bracnet_shariatpur
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/9,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/10,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/11,Bracnet_Internet
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/12,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/13,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/14,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/15,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/16,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/17,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/18,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/19,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/20,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/21,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/22,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/23,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/24,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/25,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/26,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/27,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/28,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/29,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/30,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/31,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/32,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/33,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/34,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/35,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/36,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/37,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/38,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/39,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/40,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/41,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/42,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/43,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/44,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/45,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/46,
Shariatpur,sadar,Shariatpur,Shariatpur,Shariat-SW-S9303,Huawei,GE2/0/47,
,,,,,,,
,,,,,,,
,,,,,,,
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/1,**DC_Internet***
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/2,
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/3,
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/4,
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/5,**Min_Finance_VPN**
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/6,
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/7,*SB_DSB_Passport_MRP_VPN*
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/8,*Passport_MRP_VPN*
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/9,
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/10,<<SP_Shariatpur>>
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/11,<<SP_Shariatpur>>
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/12,<<BCC_Dhaka>>
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/13,***Infos_VPN***
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/14,***Infos_VPN***
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/15,to Shari-AR-NE40-126 GE1/1/10
Shariatpur,sadar,Shariatpur,Shariatpur DC office,Shariatpur_ME3400,Cisco,GE0/16,
,,,,,,,
,,,,,,,
,,,,,,,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/0,***Infos_dist_vpn***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/1,**infos_f_sadar***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/2,***Infos_alfadanga_vpn***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/3,***InfoS_VPN***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/4,***InfoS_VPN***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/5,***InfoS_VPN***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/6,***InfoS_VPN***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/7,***SASEC_VPN_Bhanga***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/8,***SASEC_VPN_Modhukhali***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/9,to Faridpur_ME3400 GE0/16
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/10,to Farid-AR-NE40-114 GE1/1/2
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/11,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/12,***UNION_Converter***
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/13,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/14,<<Huawei_Union_NMS>>
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/15,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/16,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/17,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/18,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/19,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/20,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/21,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/22,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/23,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/24,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/25,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/26,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/27,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/28,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/29,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/30,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/31,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/32,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/33,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/34,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/35,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/36,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/37,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/38,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/39,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/40,
Faridpur,sadar,Faridpur,Faridpur,TNDP_Faridpur_S9303,huawei,GE1/0/41,
